identifier,IA_ID,IA_LABEL
Hypotheses7,10.0,stress
Hypotheses7,11.0,condition
Hypotheses7,12.0,.
Hypotheses7,13.0,Can
Hypotheses7,14.0,we
Hypotheses7,15.0,ascribe
Hypotheses7,16.0,the
Hypotheses7,17.0,effect
Hypotheses7,18.0,to
Hypotheses7,19.0,experimental
Hypotheses7,20.0,stress
Hypotheses7,21.0,?
Hypotheses7,22.0,Probably
Hypotheses7,23.0,not
Hypotheses7,24.0,because
Hypotheses7,25.0,we
Hypotheses7,26.0,have
Hypotheses7,27.0,a
Hypotheses7,28.0,plausible
Hypotheses7,29.0,rival
Hypotheses7,30.0,hypothesis
Hypotheses7,31.0,to
Hypotheses7,32.0,the
Hypotheses7,33.0,working
Hypotheses7,34.0,hypothesis
Hypotheses7,35.0,of
Hypotheses7,36.0,'
Hypotheses7,37.0,result
Hypotheses7,38.0,is
Hypotheses7,39.0,due
Hypotheses7,40.0,to
Hypotheses7,41.0,stress
Hypotheses7,42.0,.
Hypotheses7,43.0,'
Hypotheses7,44.0,In
Hypotheses7,45.0,this
Hypotheses7,46.0,example
Hypotheses7,47.0,the
Hypotheses7,48.0,plausible
Hypotheses7,49.0,rival
Hypotheses7,50.0,hypothesis
Hypotheses7,51.0,of
Hypotheses7,52.0,'
Hypotheses7,53.0,result
Hypotheses7,54.0,is
Hypotheses7,55.0,due
Hypotheses7,56.0,to
Hypotheses7,57.0,status
Hypotheses7,58.0,of
Hypotheses7,59.0,experimenter
Hypotheses7,60.0,.
Hypotheses7,61.0,'
Hypotheses7,62.0,That
Hypotheses7,63.0,plausible
Hypotheses7,64.0,rival
Hypotheses7,65.0,hypothesis
Hypotheses7,66.0,could
Hypotheses7,67.0,have
Hypotheses7,68.0,been
Hypotheses7,69.0,fairly
Hypotheses7,70.0,well
Hypotheses7,71.0,ruled
Hypotheses7,72.0,out
Hypotheses7,73.0,in
Hypotheses7,74.0,this
Hypotheses7,75.0,experiment
Hypotheses7,76.0,by
Hypotheses7,77.0,having
Hypotheses7,78.0,each
Hypotheses7,79.0,of
Hypotheses7,80.0,the
Hypotheses7,81.0,two
Hypotheses7,82.0,experimenters
Hypotheses7,83.0,contact
Hypotheses7,84.0,half
Hypotheses7,85.0,the
Hypotheses7,86.0,subjects
Hypotheses7,88.0,of
Hypotheses7,89.0,the
Hypotheses7,90.0,stress
Hypotheses7,91.0,condition
Hypotheses7,92.0,and
Hypotheses7,93.0,half
Hypotheses7,94.0,the
Hypotheses7,95.0,subjects
Hypotheses7,97.0,of
Hypotheses7,98.0,the
Hypotheses7,99.0,no-stress
Hypotheses7,100.0,condition
Hypotheses7,101.0,.
Hypotheses7,102.0,Such
Hypotheses7,103.0,a
Hypotheses7,104.0,plan
Hypotheses7,105.0,would
Hypotheses7,106.0,avoid
Hypotheses7,107.0,the
Hypotheses7,108.0,confounding
Hypotheses7,109.0,(
Hypotheses7,110.0,intermixing
Hypotheses7,111.0,of
Hypotheses7,112.0,the
Hypotheses7,113.0,effects
Hypotheses7,114.0,of
Hypotheses7,115.0,stress
Hypotheses7,116.0,and
Hypotheses7,117.0,the
Hypotheses7,118.0,effects
Hypotheses7,119.0,of
Hypotheses7,120.0,the
Hypotheses7,121.0,experimenter's
Hypotheses7,124.0,status
Hypotheses7,125.0,.
Hypotheses7,126.0,The
Hypotheses7,127.0,Concept
Hypotheses7,128.0,of
Hypotheses7,129.0,plausible
Hypotheses7,130.0,rival
Hypotheses7,131.0,hypotheses
Hypotheses7,132.0,is
Hypotheses7,133.0,so
Hypotheses7,134.0,important
Hypotheses7,135.0,that
Hypotheses7,136.0,an
Hypotheses7,137.0,entire
Hypotheses7,138.0,book
Hypotheses7,139.0,has
Hypotheses7,140.0,recently
Hypotheses7,141.0,been
Hypotheses7,142.0,devoted
Hypotheses7,143.0,to
Hypotheses7,144.0,giving
Hypotheses7,145.0,practice
Hypotheses7,146.0,in
Hypotheses7,147.0,thinking
Hypotheses7,148.0,them
Hypotheses7,149.0,up
Hypotheses7,150.0,.
Hypotheses7,151.0,","
Hypotheses7,152.0,","
Hypotheses7,153.0,or
Hypotheses7,154.0,)
Hypotheses8,1.0,Sometimes
Hypotheses8,2.0,we
Hypotheses8,3.0,say
Hypotheses8,4.0,of
Hypotheses8,5.0,a
Hypotheses8,6.0,hypothesis
Hypotheses8,7.0,that
Hypotheses8,8.0,it
Hypotheses8,9.0,is
Hypotheses8,10.0,heuristic
Hypotheses8,11.0,which
Hypotheses8,12.0,means
Hypotheses8,13.0,that
Hypotheses8,14.0,it
Hypotheses8,15.0,serves
Hypotheses8,16.0,to
Hypotheses8,17.0,stimulate
Hypotheses8,18.0,interest
Hypotheses8,19.0,as
Hypotheses8,20.0,a
Hypotheses8,21.0,means
Hypotheses8,22.0,of
Hypotheses8,23.0,furthering
Hypotheses8,24.0,investigation
Hypotheses8,25.0,.
Hypotheses8,26.0,Heuristic
Hypotheses8,27.0,hypotheses
Hypotheses8,28.0,","
Hypotheses8,29.0,then
Hypotheses8,30.0,are
Hypotheses8,31.0,meant
Hypotheses8,32.0,to
Hypotheses8,33.0,stimulate
Hypotheses8,34.0,investigation
Hypotheses8,35.0,by
Hypotheses8,36.0,pointing
Hypotheses8,37.0,out
Hypotheses8,38.0,interesting
Hypotheses8,39.0,possibilities
Hypotheses8,40.0,on
Hypotheses8,41.0,a
Hypotheses8,42.0,model
Hypotheses8,43.0,of
Hypotheses8,44.0,reality
Hypotheses8,45.0,and
Hypotheses8,46.0,to
Hypotheses8,47.0,elicit
Hypotheses8,48.0,further
Hypotheses8,49.0,empirical
Hypotheses8,50.0,research
Hypotheses8,51.0,.
Hypotheses8,52.0,To
Hypotheses8,53.0,give
Hypotheses8,54.0,an
Hypotheses8,55.0,example
Hypotheses8,56.0,social
Hypotheses8,57.0,psychologists
Hypotheses8,58.0,have
Hypotheses8,59.0,recently
Hypotheses8,60.0,developed
Hypotheses8,61.0,the
Hypotheses8,62.0,theory
Hypotheses8,63.0,that
Hypotheses8,64.0,gossip
Hypotheses8,65.0,can
Hypotheses8,66.0,be
Hypotheses8,67.0,better
Hypotheses8,68.0,understood
Hypotheses8,69.0,if
Hypotheses8,70.0,it
Hypotheses8,71.0,is
Hypotheses8,72.0,thought
Hypotheses8,73.0,of
Hypotheses8,74.0,as
Hypotheses8,75.0,a
Hypotheses8,76.0,commodity
Hypotheses8,77.0,like
Hypotheses8,78.0,any
Hypotheses8,79.0,commodity
Hypotheses8,80.0,that
Hypotheses8,81.0,is
Hypotheses8,82.0,traded
Hypotheses8,83.0,bought
Hypotheses8,84.0,or
Hypotheses8,85.0,sold
Hypotheses8,86.0,in
Hypotheses8,87.0,the
Hypotheses8,88.0,marketplace
Hypotheses8,89.0,.
Hypotheses8,90.0,","
Hypotheses8,91.0,","
Hypotheses8,92.0,","
Hypotheses8,93.0,","
Hypotheses8,94.0,","
Hypotheses8,95.0,","
Hypotheses8,96.0,","
Hypotheses9,1.0,A
Hypotheses9,2.0,specific
Hypotheses9,3.0,hypothesis
Hypotheses9,4.0,","
Hypotheses9,5.0,derived
Hypotheses9,6.0,from
Hypotheses9,7.0,the
Hypotheses9,8.0,heuristic
Hypotheses9,9.0,hypothesis
Hypotheses9,10.0,of
Hypotheses9,11.0,gossip
Hypotheses9,12.0,as
Hypotheses9,13.0,a
Hypotheses9,14.0,commodity
Hypotheses9,15.0,asserts
Hypotheses9,16.0,that
Hypotheses9,17.0,the
Hypotheses9,18.0,'
Hypotheses9,19.0,consumption
Hypotheses9,20.0,'
Hypotheses9,21.0,of
Hypotheses9,22.0,gossip
Hypotheses9,23.0,is
Hypotheses9,24.0,like
Hypotheses9,25.0,the
Hypotheses9,26.0,consumption
Hypotheses9,27.0,of
Hypotheses9,28.0,goods
Hypotheses9,29.0,and
Hypotheses9,30.0,services
Hypotheses9,31.0,in
Hypotheses9,32.0,societies
Hypotheses9,33.0,where
Hypotheses9,34.0,needs
Hypotheses9,35.0,have
Hypotheses9,36.0,been
Hypotheses9,37.0,conditioned
Hypotheses9,38.0,by
Hypotheses9,39.0,competitive
Hypotheses9,40.0,pressures
Hypotheses9,41.0,.
Hypotheses9,42.0,That
Hypotheses9,43.0,is
Hypotheses9,44.0,","
Hypotheses9,45.0,when
Hypotheses9,46.0,news
Hypotheses9,47.0,is
Hypotheses9,48.0,scarce
Hypotheses9,49.0,the
Hypotheses9,50.0,gossipmonger
Hypotheses9,51.0,should
Hypotheses9,52.0,be
Hypotheses9,53.0,able
Hypotheses9,54.0,to
Hypotheses9,55.0,extract
Hypotheses9,56.0,a
Hypotheses9,57.0,higher
Hypotheses9,58.0,'
Hypotheses9,59.0,price
Hypotheses9,60.0,'
Hypotheses9,61.0,for
Hypotheses9,62.0,his
Hypotheses9,63.0,or
Hypotheses9,64.0,her
Hypotheses9,65.0,tales
Hypotheses9,66.0,.
Hypotheses9,67.0,On
Hypotheses9,68.0,the
Hypotheses9,69.0,other
Hypotheses9,70.0,hand
Hypotheses9,71.0,it
Hypotheses9,72.0,is
Hypotheses9,73.0,hypothesized
Hypotheses9,74.0,that
Hypotheses9,75.0,a
Hypotheses9,76.0,community
Hypotheses9,77.0,deprived
Hypotheses9,78.0,of
Hypotheses9,79.0,hard
Hypotheses9,80.0,news
Hypotheses9,81.0,","
Hypotheses9,82.0,living
Hypotheses9,83.0,on
Hypotheses9,84.0,gossip
Hypotheses9,85.0,should
Hypotheses9,86.0,become
Hypotheses9,87.0,increasingly
Hypotheses9,88.0,skeptical
Hypotheses9,89.0,and
Hypotheses9,90.0,suspicious
Hypotheses9,91.0,of
Hypotheses9,92.0,all
Hypotheses9,93.0,news
Hypotheses9,94.0,sources
Hypotheses9,95.0,and
Hypotheses9,96.0,extremely
Hypotheses9,97.0,unbelieving
Hypotheses9,98.0,of
Hypotheses9,99.0,anything
Hypotheses9,100.0,.
Hypotheses9,101.0,","
Hypotheses9,102.0,","
Hypotheses9,103.0,","
Hypotheses9,104.0,","
Validity0,1.0,Suppose
Validity0,2.0,that
Validity0,3.0,we
Validity0,4.0,have
Validity0,5.0,strong
Validity0,6.0,evidence
Validity0,7.0,(a)
Validity0,8.0,that
Validity0,9.0,there
Validity0,10.0,is
Validity0,11.0,a
Validity0,12.0,relationship
Validity0,13.0,between
Validity0,14.0,two
Validity0,15.0,variables
Validity0,16.0,","
Validity0,17.0,and
Validity0,18.0,(b)
Validity0,19.0,that
Validity0,20.0,it
Validity0,21.0,is
Validity0,22.0,a
Validity0,23.0,plausibly
Validity0,24.0,causal
Validity0,25.0,relationship
Validity0,26.0,.
Validity0,27.0,The
Validity0,28.0,next
Validity0,29.0,question
Validity0,30.0,to
Validity0,31.0,ask
Validity0,32.0,is
Validity0,33.0,:
Validity0,34.0,Given
Validity0,35.0,the
Validity0,36.0,plausibly
Validity0,37.0,causal
Validity0,38.0,relationship
Validity0,39.0,between
Validity0,40.0,X
Validity0,41.0,and
Validity0,42.0,Y
Validity0,43.0,what
Validity0,44.0,are
Validity0,45.0,the
Validity0,46.0,cause
Validity0,47.0,and
Validity0,48.0,effect
Validity0,49.0,constructs
Validity0,50.0,(
Validity0,51.0,intervening
Validity0,52.0,variables
Validity0,53.0,)
Validity0,54.0,involved
Validity0,55.0,in
Validity0,56.0,the
Validity0,57.0,relationship
Validity0,58.0,This
Validity0,59.0,leads
Validity0,60.0,to
Validity0,61.0,a
Validity0,62.0,type
Validity0,63.0,of
Validity0,64.0,validity
Validity0,65.0,which
Validity0,66.0,is
Validity0,67.0,concerned
Validity0,68.0,with
Validity0,69.0,the
Validity0,70.0,psychological
Validity0,71.0,qualities
Validity0,72.0,contributing
Validity0,73.0,to
Validity0,74.0,the
Validity0,75.0,relationship
Validity0,76.0,between
Validity0,77.0,X
Validity0,78.0,and
Validity0,79.0,Y
Validity0,80.0,.
Validity0,81.0,This
Validity0,82.0,is
Validity0,83.0,known
Validity0,84.0,as
Validity0,85.0,construct
Validity0,86.0,validity
Validity0,87.0,.
Validity0,88.0,Some
Validity0,89.0,researchers
Validity0,90.0,have
Validity0,91.0,attempted
Validity0,92.0,to
Validity0,93.0,formalize
Validity0,94.0,this
Validity0,95.0,process
Validity0,96.0,on
Validity0,97.0,a
Validity0,98.0,statistical
Validity0,99.0,basis
Validity0,100.0,.
Validity0,101.0,They
Validity0,102.0,argue
Validity0,103.0,that
Validity0,104.0,assessing
Validity0,105.0,construct
Validity0,106.0,validity
Validity0,107.0,ideally
Validity0,108.0,depends
Validity0,109.0,on
Validity0,110.0,two
Validity0,111.0,processes
Validity0,112.0,:
Validity0,113.0,(a)
Validity0,114.0,the
Validity0,115.0,testing
Validity0,116.0,for
Validity0,117.0,a
Validity0,118.0,'
Validity0,119.0,convergence
Validity0,120.0,'
Validity0,121.0,across
Validity0,122.0,different
Validity0,123.0,measures
Validity0,124.0,or
Validity0,125.0,manipulations
Validity0,126.0,of
Validity0,127.0,the
Validity0,128.0,same
Validity0,129.0,behavior
Validity0,130.0,and
Validity0,131.0,(b)
Validity0,132.0,the
Validity0,133.0,testing
Validity0,134.0,for
Validity0,135.0,a
Validity0,136.0,'
Validity0,137.0,divergence
Validity0,138.0,'
Validity0,139.0,between
Validity0,140.0,measures
Validity0,141.0,or
Validity0,142.0,manipulations
Validity0,143.0,of
Validity0,144.0,related
Validity0,145.0,but
Validity0,146.0,conceptually
Validity0,147.0,distinct
Validity0,148.0,behaviors
Validity0,149.0,.
Validity0,150.0,","
Validity0,151.0,the
Validity0,152.0,?
Validity0,153.0,","
Validity1,1.0,Suppose
Validity1,2.0,we
Validity1,3.0,were
Validity1,4.0,developing
Validity1,5.0,a
Validity1,6.0,new
Validity1,7.0,test
Validity1,8.0,of
Validity1,9.0,sensitivity
Validity1,10.0,to
Validity1,11.0,nonverbal
Validity1,12.0,cues
Validity1,13.0,that
Validity1,14.0,assessed
Validity1,15.0,people's
Validity1,18.0,ability
Validity1,19.0,to
Validity1,20.0,read
Validity1,21.0,other
Validity1,22.0,people's
Validity1,25.0,emotions
Validity1,26.0,from
Validity1,27.0,still
Validity1,28.0,photographs
Validity1,29.0,.
Validity1,30.0,We
Validity1,31.0,would
Validity1,32.0,want
Validity1,33.0,that
Validity1,34.0,test
Validity1,35.0,to
Validity1,36.0,correlate
Validity1,37.0,with
Validity1,38.0,other
Validity1,39.0,tests
Validity1,40.0,of
Validity1,41.0,sensitivity
Validity1,42.0,to
Validity1,43.0,nonverbal
Validity1,44.0,cues
Validity1,45.0,.
Validity1,46.0,If
Validity1,47.0,it
Validity1,48.0,did
Validity1,49.0,correlate
Validity1,50.0,we
Validity1,51.0,would
Validity1,52.0,have
Validity1,53.0,achieved
Validity1,54.0,convergent
Validity1,55.0,validity
Validity1,56.0,.
Validity1,57.0,However
Validity1,58.0,we
Validity1,59.0,would
Validity1,60.0,not
Validity1,61.0,want
Validity1,62.0,our
Validity1,63.0,new
Validity1,64.0,test
Validity1,65.0,to
Validity1,66.0,correlate
Validity1,67.0,very
Validity1,68.0,highly
Validity1,69.0,with
Validity1,70.0,a
Validity1,71.0,standard
Validity1,72.0,IQ
Validity1,73.0,tests
Validity1,74.0,.
Validity1,75.0,If
Validity1,76.0,it
Validity1,77.0,did
Validity1,78.0,correlate
Validity1,79.0,highly
Validity1,80.0,it
Validity1,81.0,could
Validity1,82.0,be
Validity1,83.0,argued
Validity1,84.0,that
Validity1,85.0,what
Validity1,86.0,we
Validity1,87.0,had
Validity1,88.0,developed
Validity1,89.0,was
Validity1,90.0,simply
Validity1,91.0,a
Validity1,92.0,measure
Validity1,93.0,of
Validity1,94.0,intelligence
Validity1,95.0,.
Validity1,96.0,That
Validity1,97.0,result
Validity1,98.0,would
Validity1,99.0,argue
Validity1,100.0,for
Validity1,101.0,poor
Validity1,102.0,discriminant
Validity1,103.0,validity
Validity1,104.0,.
Validity1,105.0,We
Validity1,106.0,want
Validity1,107.0,our
Validity1,108.0,measures
Validity1,109.0,to
Validity1,110.0,correlate
Validity1,111.0,highly
Validity1,112.0,with
Validity1,113.0,the
Validity1,114.0,measures
Validity1,115.0,that
Validity1,116.0,our
Validity1,117.0,theory
Validity1,118.0,says
Validity1,119.0,they
Validity1,120.0,should
Validity1,121.0,correlate
Validity1,122.0,highly
Validity1,123.0,with
Validity1,124.0,(
Validity1,125.0,validity
Validity1,126.0,","
Validity1,127.0,but
Validity1,128.0,we
Validity1,129.0,want
Validity1,130.0,them
Validity1,131.0,to
Validity1,132.0,correlate
Validity1,133.0,much
Validity1,134.0,less
Validity1,135.0,with
Validity1,136.0,the
Validity1,137.0,measures
Validity1,138.0,our
Validity1,139.0,theory
Validity1,140.0,says
Validity1,141.0,they
Validity1,142.0,should
Validity1,143.0,not
Validity1,144.0,correlate
Validity1,145.0,so
Validity1,146.0,highly
Validity1,147.0,with
Validity1,148.0,(
Validity1,149.0,validity
Validity1,150.0,.
Validity1,151.0,","
Validity1,152.0,","
Validity1,153.0,","
Validity1,154.0,convergent
Validity1,155.0,)
Validity1,156.0,discriminant
Validity1,157.0,)
Validity2,1.0,We
Validity2,2.0,can
Validity2,3.0,now
Validity2,4.0,see
Validity2,5.0,how
Validity2,6.0,these
Validity2,7.0,ideas
Validity2,8.0,about
Validity2,9.0,construct
Validity2,10.0,validity
Validity2,11.0,would
Validity2,12.0,be
Validity2,13.0,applied
Validity2,14.0,in
Validity2,15.0,an
Validity2,16.0,actual
Validity2,17.0,situation
Validity2,18.0,to
Validity2,19.0,assess
Validity2,20.0,the
Validity2,21.0,validity
Validity2,22.0,of
Validity2,23.0,a
Validity2,24.0,particular
Validity2,25.0,construct
Validity2,26.0,the
Validity2,27.0,social
Validity2,28.0,attitude
Validity2,29.0,.
Validity2,30.0,Although
Validity2,31.0,researchers
Validity2,32.0,continue
Validity2,33.0,to
Validity2,34.0,debate
Validity2,35.0,the
Validity2,36.0,nature
Validity2,37.0,of
Validity2,38.0,social
Validity2,39.0,attitudes
Validity2,40.0,","
Validity2,41.0,one
Validity2,42.0,view
Validity2,43.0,that
Validity2,44.0,is
Validity2,45.0,widely
Validity2,46.0,accepted
Validity2,47.0,is
Validity2,48.0,that
Validity2,49.0,an
Validity2,50.0,attitude
Validity2,51.0,is
Validity2,52.0,composed
Validity2,53.0,of
Validity2,54.0,three
Validity2,55.0,components
Validity2,56.0,:
Validity2,57.0,the
Validity2,58.0,cognitive
Validity2,59.0,the
Validity2,60.0,affective
Validity2,61.0,and
Validity2,62.0,the
Validity2,63.0,behavioral
Validity2,64.0,.
Validity2,65.0,The
Validity2,66.0,'
Validity2,67.0,cognitive
Validity2,68.0,component
Validity2,69.0,'
Validity2,70.0,refers
Validity2,71.0,to
Validity2,72.0,a
Validity2,73.0,person's
Validity2,76.0,beliefs
Validity2,77.0,","
Validity2,78.0,ideas
Validity2,79.0,","
Validity2,80.0,and
Validity2,81.0,the
Validity2,82.0,way
Validity2,83.0,he
Validity2,84.0,or
Validity2,85.0,she
Validity2,86.0,sees
Validity2,87.0,things
Validity2,88.0,.
Validity2,89.0,The
Validity2,90.0,'
Validity2,91.0,affective
Validity2,92.0,component
Validity2,93.0,'
Validity2,94.0,refers
Validity2,95.0,to
Validity2,96.0,the
Validity2,97.0,way
Validity2,98.0,a
Validity2,99.0,person
Validity2,100.0,evaluates
Validity2,101.0,things
Validity2,102.0,and
Validity2,103.0,how
Validity2,104.0,he
Validity2,105.0,or
Validity2,106.0,she
Validity2,107.0,feels
Validity2,108.0,about
Validity2,109.0,them
Validity2,110.0,.
Validity2,111.0,The
Validity2,112.0,'
Validity2,113.0,behavioral
Validity2,114.0,component
Validity2,115.0,'
Validity2,116.0,refers
Validity2,117.0,to
Validity2,118.0,whether
Validity2,119.0,the
Validity2,120.0,person
Validity2,121.0,is
Validity2,122.0,inclined
Validity2,123.0,to
Validity2,124.0,act
Validity2,125.0,upon
Validity2,126.0,his
Validity2,127.0,or
Validity2,128.0,her
Validity2,129.0,beliefs
Validity2,130.0,.
Validity2,131.0,","
Validity2,132.0,","
Validity2,133.0,","
Validity3,1.0,The
Validity3,2.0,most
Validity3,3.0,compelling
Validity3,4.0,evidence
Validity3,5.0,for
Validity3,6.0,this
Validity3,7.0,multidimensional
Validity3,8.0,construct
Validity3,9.0,derives
Validity3,10.0,from
Validity3,11.0,a
Validity3,12.0,study
Validity3,13.0,in
Validity3,14.0,which
Validity3,15.0,the
Validity3,16.0,researcher
Validity3,17.0,constructed
Validity3,18.0,a
Validity3,19.0,number
Validity3,20.0,of
Validity3,21.0,different
Validity3,22.0,scales
Validity3,23.0,to
Validity3,24.0,measure
Validity3,25.0,'
Validity3,26.0,attitude
Validity3,27.0,toward
Validity3,28.0,the
Validity3,29.0,use
Validity3,30.0,of
Validity3,31.0,contraceptives
Validity3,32.0,'
Validity3,33.0,.
Validity3,34.0,To
Validity3,35.0,tap
Validity3,36.0,the
Validity3,37.0,cognitive
Validity3,38.0,component
Validity3,39.0,they
Validity3,40.0,included
Validity3,41.0,positive
Validity3,42.0,and
Validity3,43.0,negative
Validity3,44.0,statements
Validity3,45.0,","
Validity3,46.0,such
Validity3,47.0,as
Validity3,48.0,:
Validity3,49.0,'
Validity3,50.0,Birth
Validity3,51.0,control
Validity3,52.0,will
Validity3,53.0,help
Validity3,54.0,me
Validity3,55.0,postpone
Validity3,56.0,childbirth
Validity3,57.0,as
Validity3,58.0,long
Validity3,59.0,as
Validity3,60.0,I
Validity3,61.0,want
Validity3,62.0,'
Validity3,63.0,and
Validity3,64.0,'
Validity3,65.0,I
Validity3,66.0,believe
Validity3,67.0,that
Validity3,68.0,birth
Validity3,69.0,control
Validity3,70.0,causes
Validity3,71.0,many
Validity3,72.0,birth
Validity3,73.0,defects
Validity3,74.0,'
Validity3,75.0,.
Validity3,76.0,For
Validity3,77.0,the
Validity3,78.0,affective
Validity3,79.0,component
Validity3,80.0,they
Validity3,81.0,included
Validity3,82.0,statements
Validity3,83.0,such
Validity3,84.0,as
Validity3,85.0,:
Validity3,86.0,'
Validity3,87.0,I
Validity3,88.0,am
Validity3,89.0,happy
Validity3,90.0,to
Validity3,91.0,learn
Validity3,92.0,about
Validity3,93.0,the
Validity3,94.0,benefits
Validity3,95.0,of
Validity3,96.0,birth
Validity3,97.0,control
Validity3,98.0,'
Validity3,99.0,and
Validity3,100.0,'
Validity3,101.0,The
Validity3,102.0,very
Validity3,103.0,thought
Validity3,104.0,of
Validity3,105.0,birth
Validity3,106.0,control
Validity3,107.0,disgusts
Validity3,108.0,me
Validity3,109.0,'
Validity3,110.0,.
Validity3,111.0,For
Validity3,112.0,the
Validity3,113.0,behavioral
Validity3,114.0,component
Validity3,115.0,they
Validity3,116.0,used
Validity3,117.0,statements
Validity3,118.0,such
Validity3,119.0,as
Validity3,120.0,:
Validity3,121.0,'
Validity3,122.0,I
Validity3,123.0,would
Validity3,124.0,volunteer
Validity3,125.0,to
Validity3,126.0,speak
Validity3,127.0,about
Validity3,128.0,the
Validity3,129.0,merits
Validity3,130.0,of
Validity3,131.0,birth
Validity3,132.0,control
Validity3,133.0,'
Validity3,134.0,and
Validity3,135.0,'
Validity3,136.0,I
Validity3,137.0,would
Validity3,138.0,walk
Validity3,139.0,a
Validity3,140.0,mile
Validity3,141.0,to
Validity3,142.0,get
Validity3,143.0,my
Validity3,144.0,birth
Validity3,145.0,control
Validity3,146.0,supplies
Validity3,147.0,'
Validity3,148.0,.
Validity4,1.0,They
Validity4,2.0,then
Validity4,3.0,administered
Validity4,4.0,all
Validity4,5.0,the
Validity4,6.0,scales
Validity4,7.0,to
Validity4,8.0,a
Validity4,9.0,randomly
Validity4,10.0,selected
Validity4,11.0,sample
Validity4,12.0,of
Validity4,13.0,nearly
Validity4,14.0,500
Validity4,15.0,black
Validity4,16.0,low-income
Validity4,17.0,married
Validity4,18.0,women
Validity4,19.0,who
Validity4,20.0,were
Validity4,21.0,residents
Validity4,22.0,of
Validity4,23.0,a
Validity4,24.0,public
Validity4,25.0,housing
Validity4,26.0,project
Validity4,28.0,in
Validity4,29.0,North
Validity4,30.0,Carolina
Validity4,31.0,.
Validity4,32.0,They
Validity4,33.0,also
Validity4,34.0,asked
Validity4,35.0,each
Validity4,36.0,woman
Validity4,37.0,about
Validity4,38.0,her
Validity4,39.0,use
Validity4,40.0,of
Validity4,41.0,birth
Validity4,42.0,control
Validity4,43.0,devices
Validity4,44.0,.
Validity4,45.0,The
Validity4,46.0,results
Validity4,47.0,of
Validity4,48.0,this
Validity4,49.0,study
Validity4,50.0,yielded
Validity4,51.0,strong
Validity4,52.0,evidence
Validity4,53.0,of
Validity4,54.0,discriminant
Validity4,55.0,validity
Validity4,56.0,among
Validity4,57.0,the
Validity4,58.0,cognitive
Validity4,59.0,affective
Validity4,60.0,and
Validity4,61.0,behavioral
Validity4,62.0,dimensions
Validity4,63.0,as
Validity4,64.0,well
Validity4,65.0,as
Validity4,66.0,convergent
Validity4,67.0,validity
Validity4,68.0,.
Validity4,69.0,This
Validity4,70.0,indicates
Validity4,71.0,(a)
Validity4,72.0,that
Validity4,73.0,the
Validity4,74.0,scales
Validity4,75.0,were
Validity4,76.0,indeed
Validity4,77.0,measuring
Validity4,78.0,three
Validity4,79.0,different
Validity4,80.0,dimensions
Validity4,81.0,","
Validity4,82.0,and
Validity4,83.0,(b)
Validity4,84.0,that
Validity4,85.0,these
Validity4,86.0,three
Validity4,87.0,dimensions
Validity4,88.0,","
Validity4,89.0,or
Validity4,90.0,components
Validity4,91.0,","
Validity4,92.0,were
Validity4,93.0,part
Validity4,94.0,of
Validity4,95.0,the
Validity4,96.0,same
Validity4,97.0,general
Validity4,98.0,construct
Validity4,99.0,.
Validity4,100.0,","
Validity4,101.0,","
Validity4,102.0,","
Validity4,103.0,","
Validity5,1.0,Once
Validity5,2.0,we
Validity5,3.0,have
Validity5,4.0,been
Validity5,5.0,successful
Validity5,6.0,in
Validity5,7.0,establishing
Validity5,8.0,the
Validity5,9.0,validity
Validity5,10.0,of
Validity5,11.0,our
Validity5,12.0,construct
Validity5,13.0,we
Validity5,14.0,must
Validity5,15.0,now
Validity5,16.0,ask
Validity5,17.0,'
Validity5,18.0,How
Validity5,19.0,generalizable
Validity5,20.0,is
Validity5,21.0,the
Validity5,22.0,causal
Validity5,23.0,relationship
Validity5,24.0,between
Validity5,25.0,X
Validity5,26.0,and
Validity5,27.0,Y
Validity5,28.0,across
Validity5,29.0,persons
Validity5,30.0,","
Validity5,31.0,settings
Validity5,32.0,","
Validity5,33.0,and
Validity5,34.0,times
Validity5,35.0,?
Validity5,36.0,'
Validity5,37.0,External
Validity5,38.0,validity
Validity5,39.0,refers
Validity5,40.0,to
Validity5,41.0,the
Validity5,42.0,generalizability
Validity5,43.0,of
Validity5,44.0,a
Validity5,45.0,relationship
Validity5,46.0,beyond
Validity5,47.0,the
Validity5,48.0,circumstances
Validity5,49.0,under
Validity5,50.0,which
Validity5,51.0,it
Validity5,52.0,is
Validity5,53.0,observed
Validity5,54.0,by
Validity5,55.0,the
Validity5,56.0,scientist
Validity5,57.0,or
Validity5,58.0,how
Validity5,59.0,likely
Validity5,60.0,it
Validity5,61.0,is
Validity5,62.0,that
Validity5,63.0,the
Validity5,64.0,relationship
Validity5,65.0,would
Validity5,66.0,occur
Validity5,67.0,outside
Validity5,68.0,the
Validity5,69.0,controlled
Validity5,70.0,setting
Validity5,71.0,of
Validity5,72.0,a
Validity5,73.0,laboratory
Validity5,74.0,.
Validity5,75.0,Internal
Validity5,76.0,validity
Validity5,77.0,refers
Validity5,78.0,to
Validity5,79.0,whether
Validity5,80.0,the
Validity5,81.0,relationship
Validity5,82.0,between
Validity5,83.0,the
Validity5,84.0,variables
Validity5,85.0,is
Validity5,86.0,free
Validity5,87.0,of
Validity5,88.0,confounds
Validity5,89.0,.
